layout, probability, opt cond exp dist, cond exp dist storm
layout/1_10x10_15.lay, 1.0, 13.709569971007408, 112964.68534395153
layout/3_10x10_11.lay, 1.0, 3.6163047932790335, 6413.4222429274605
layout/2_10x10_6.lay, 0.9083416849783036, 32.63970750549472, 315.64548245431234
layout/4_10x10_3.lay, 0.0, inf, inf
layout/2_10x10_11.lay, 1.0, 31.222480676988695, 287.35319502777327
layout/5_10x10_2.lay, 1.0, 2.3833333333333333, 4.033325489677615
layout/1_10x10_18.lay, 1.0, 2.4383312248058466, 550.5153179991753
layout/2_10x10_13.lay, 1.0, 3.4369585834236838, 34.46594574305903
layout/2_10x10_19.lay, 0.9999999441947187, 2.658224727266285, 57.37121635218164
layout/3_10x10_5.lay, 0.9076894760460722, 356.363351612959, 3785.5773815089387
layout/3_10x10_18.lay, 1.0, 6.466464204731795, 792.6506583496058
layout/4_10x10_11.lay, 1.0, 1.218319454958365, 5853.744125038723
layout/3_10x10_7.lay, 1.0, 31.090593156841898, 559823.0208335695
layout/4_10x10_12.lay, 1.0, 7.450871766286164, 1301.6743824364066
layout/2_10x10_5.lay, 0.8245608889777714, 36.42428309951927, 46.13432352970758
layout/5_10x10_15.lay, 1.0, 28.255728395379997, 24991.779924088394
layout/4_10x10_2.lay, 1.0, 7.078035550072679, 19085.95737177574
layout/4_10x10_9.lay, 1.0, 8.496665204512063, 1008.4299249012727
